route_id,route_name,departure_slot,fleet_id,trip_count,avg_delay_minutes,max_delay_minutes,high_delay_count,avg_delay_risk_probability,main_delay_reason,risk_rank,risk_category
R003,Yogyakarta - Surabaya,Siang,BUS-005,2,8.5,11,0,0.25757575757575757,Terminal Padat,1879,Low
R003,Yogyakarta - Surabaya,Siang,BUS-018,2,8.5,16,0,0.25757575757575757,Teknis Armada,1880,Low
R003,Yogyakarta - Surabaya,Siang,BUS-076,2,8.5,10,0,0.25757575757575757,Terminal Padat,1881,Low
R003,Yogyakarta - Surabaya,Sore,BUS-008,2,8.5,16,0,0.25757575757575757,Teknis Armada,1882,Low
R004,Yogyakarta - Semarang,Pagi,BUS-054,2,8.5,14,0,0.25757575757575757,Jalan Rusak,1883,Low
R004,Yogyakarta - Semarang,Pagi,BUS-083,2,8.5,12,0,0.25757575757575757,Teknis Armada,1884,Low
R004,Yogyakarta - Semarang,Sore,BUS-011,2,8.5,14,0,0.25757575757575757,Teknis Armada,1885,Low
R005,Yogyakarta - Malang,Siang,BUS-069,2,8.5,13,0,0.25757575757575757,Jalan Rusak,1886,Low
R005,Yogyakarta - Malang,Sore,BUS-071,2,8.5,14,0,0.25757575757575757,Jalan Rusak,1887,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-007,2,8.5,13,0,0.25757575757575757,Cuaca Buruk,1888,Low
R007,Yogyakarta - Solo,Malam,BUS-071,4,8.5,20,0,0.25757575757575757,Tidak Ada,1889,Low
R008,Yogyakarta - Purwokerto,Pagi,BUS-070,2,8.5,15,0,0.25757575757575757,Teknis Armada,1890,Low
R009,Yogyakarta - Madiun,Dini Hari,BUS-076,2,8.5,13,0,0.25757575757575757,Cuaca Buruk,1891,Low
R009,Yogyakarta - Madiun,Malam,BUS-019,2,8.5,17,0,0.25757575757575757,Jalan Rusak,1892,Low
R009,Yogyakarta - Madiun,Malam,BUS-042,2,8.5,12,0,0.25757575757575757,Terminal Padat,1893,Low
R009,Yogyakarta - Madiun,Siang,BUS-066,2,8.5,13,0,0.25757575757575757,Terminal Padat,1894,Low
R010,Yogyakarta - Lampung,Dini Hari,BUS-007,2,8.5,10,0,0.25757575757575757,Jalan Rusak,1895,Low
R010,Yogyakarta - Lampung,Malam,BUS-075,2,8.5,10,0,0.25757575757575757,Cuaca Buruk,1896,Low
R004,Yogyakarta - Semarang,Malam,BUS-077,5,9.0,36,1,0.2545454545454545,Tidak Ada,1897,Low
R001,Yogyakarta - Jakarta,Dini Hari,BUS-020,3,8.333333333333334,13,0,0.25252525252525254,Tidak Ada,1898,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-012,3,8.333333333333334,21,0,0.25252525252525254,Tidak Ada,1899,Low
R003,Yogyakarta - Surabaya,Sore,BUS-036,3,8.333333333333334,13,0,0.25252525252525254,Tidak Ada,1900,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-072,3,8.333333333333334,10,0,0.25252525252525254,Tidak Ada,1901,Low
R007,Yogyakarta - Solo,Sore,BUS-034,3,8.333333333333334,12,0,0.25252525252525254,Lalu Lintas,1902,Low
R001,Yogyakarta - Jakarta,Dini Hari,BUS-085,1,8.0,8,0,0.24242424242424243,Tidak Ada,1903,Low
R001,Yogyakarta - Jakarta,Malam,BUS-029,1,8.0,8,0,0.24242424242424243,Tidak Ada,1904,Low
R001,Yogyakarta - Jakarta,Malam,BUS-084,1,8.0,8,0,0.24242424242424243,Tidak Ada,1905,Low
R001,Yogyakarta - Jakarta,Pagi,BUS-028,1,8.0,8,0,0.24242424242424243,Tidak Ada,1906,Low
R001,Yogyakarta - Jakarta,Siang,BUS-067,1,8.0,8,0,0.24242424242424243,Tidak Ada,1907,Low
R002,Yogyakarta - Bandung,Malam,BUS-075,1,8.0,8,0,0.24242424242424243,Tidak Ada,1908,Low
R002,Yogyakarta - Bandung,Pagi,BUS-012,2,8.0,12,0,0.24242424242424243,Teknis Armada,1909,Low
R002,Yogyakarta - Bandung,Pagi,BUS-031,2,8.0,8,0,0.24242424242424243,Tidak Ada,1910,Low
R002,Yogyakarta - Bandung,Pagi,BUS-045,2,8.0,8,0,0.24242424242424243,Tidak Ada,1911,Low
R002,Yogyakarta - Bandung,Siang,BUS-070,1,8.0,8,0,0.24242424242424243,Tidak Ada,1912,Low
R002,Yogyakarta - Bandung,Siang,BUS-082,1,8.0,8,0,0.24242424242424243,Tidak Ada,1913,Low
R002,Yogyakarta - Bandung,Sore,BUS-036,2,8.0,12,0,0.24242424242424243,Jalan Rusak,1914,Low
R002,Yogyakarta - Bandung,Sore,BUS-085,1,8.0,8,0,0.24242424242424243,Tidak Ada,1915,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-020,2,8.0,12,0,0.24242424242424243,Terminal Padat,1916,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-051,1,8.0,8,0,0.24242424242424243,Tidak Ada,1917,Low
R003,Yogyakarta - Surabaya,Malam,BUS-078,1,8.0,8,0,0.24242424242424243,Tidak Ada,1918,Low
R003,Yogyakarta - Surabaya,Malam,BUS-080,1,8.0,8,0,0.24242424242424243,Tidak Ada,1919,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-011,2,8.0,12,0,0.24242424242424243,Teknis Armada,1920,Low
R003,Yogyakarta - Surabaya,Siang,BUS-060,4,8.0,22,0,0.24242424242424243,Tidak Ada,1921,Low
R004,Yogyakarta - Semarang,Dini Hari,BUS-024,2,8.0,9,0,0.24242424242424243,Tidak Ada,1922,Low
R004,Yogyakarta - Semarang,Dini Hari,BUS-032,1,8.0,8,0,0.24242424242424243,Tidak Ada,1923,Low
R004,Yogyakarta - Semarang,Malam,BUS-030,1,8.0,8,0,0.24242424242424243,Tidak Ada,1924,Low
R004,Yogyakarta - Semarang,Malam,BUS-044,1,8.0,8,0,0.24242424242424243,Tidak Ada,1925,Low
R004,Yogyakarta - Semarang,Siang,BUS-036,1,8.0,8,0,0.24242424242424243,Tidak Ada,1926,Low
R004,Yogyakarta - Semarang,Sore,BUS-046,1,8.0,8,0,0.24242424242424243,Tidak Ada,1927,Low
R005,Yogyakarta - Malang,Dini Hari,BUS-075,3,8.0,17,0,0.24242424242424243,Tidak Ada,1928,Low
R005,Yogyakarta - Malang,Malam,BUS-005,1,8.0,8,0,0.24242424242424243,Tidak Ada,1929,Low
R005,Yogyakarta - Malang,Pagi,BUS-001,1,8.0,8,0,0.24242424242424243,Tidak Ada,1930,Low
R005,Yogyakarta - Malang,Pagi,BUS-004,1,8.0,8,0,0.24242424242424243,Tidak Ada,1931,Low
R005,Yogyakarta - Malang,Pagi,BUS-006,1,8.0,8,0,0.24242424242424243,Tidak Ada,1932,Low
R005,Yogyakarta - Malang,Pagi,BUS-066,2,8.0,11,0,0.24242424242424243,Terminal Padat,1933,Low
R005,Yogyakarta - Malang,Siang,BUS-002,1,8.0,8,0,0.24242424242424243,Tidak Ada,1934,Low
R005,Yogyakarta - Malang,Siang,BUS-012,1,8.0,8,0,0.24242424242424243,Tidak Ada,1935,Low
R005,Yogyakarta - Malang,Siang,BUS-033,3,8.0,16,0,0.24242424242424243,Tidak Ada,1936,Low
R005,Yogyakarta - Malang,Siang,BUS-073,1,8.0,8,0,0.24242424242424243,Tidak Ada,1937,Low
R005,Yogyakarta - Malang,Siang,BUS-081,1,8.0,8,0,0.24242424242424243,Tidak Ada,1938,Low
R005,Yogyakarta - Malang,Sore,BUS-041,2,8.0,11,0,0.24242424242424243,Cuaca Buruk,1939,Low
R005,Yogyakarta - Malang,Sore,BUS-082,1,8.0,8,0,0.24242424242424243,Tidak Ada,1940,Low
R006,Yogyakarta - Denpasar,Malam,BUS-019,3,8.0,13,0,0.24242424242424243,Jalan Rusak,1941,Low
R006,Yogyakarta - Denpasar,Malam,BUS-054,1,8.0,8,0,0.24242424242424243,Tidak Ada,1942,Low
R006,Yogyakarta - Denpasar,Pagi,BUS-044,1,8.0,8,0,0.24242424242424243,Tidak Ada,1943,Low
R006,Yogyakarta - Denpasar,Siang,BUS-054,1,8.0,8,0,0.24242424242424243,Tidak Ada,1944,Low
R006,Yogyakarta - Denpasar,Siang,BUS-073,2,8.0,10,0,0.24242424242424243,Terminal Padat,1945,Low
R006,Yogyakarta - Denpasar,Siang,BUS-084,2,8.0,14,0,0.24242424242424243,Teknis Armada,1946,Low
R006,Yogyakarta - Denpasar,Sore,BUS-078,1,8.0,8,0,0.24242424242424243,Tidak Ada,1947,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-035,2,8.0,8,0,0.24242424242424243,Tidak Ada,1948,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-060,3,8.0,15,0,0.24242424242424243,Tidak Ada,1949,Low
R007,Yogyakarta - Solo,Malam,BUS-058,1,8.0,8,0,0.24242424242424243,Tidak Ada,1950,Low
R007,Yogyakarta - Solo,Malam,BUS-076,2,8.0,15,0,0.24242424242424243,Terminal Padat,1951,Low
R007,Yogyakarta - Solo,Pagi,BUS-044,1,8.0,8,0,0.24242424242424243,Tidak Ada,1952,Low
R007,Yogyakarta - Solo,Pagi,BUS-065,2,8.0,16,0,0.24242424242424243,Teknis Armada,1953,Low
R007,Yogyakarta - Solo,Siang,BUS-047,1,8.0,8,0,0.24242424242424243,Tidak Ada,1954,Low
R007,Yogyakarta - Solo,Sore,BUS-020,1,8.0,8,0,0.24242424242424243,Tidak Ada,1955,Low
R007,Yogyakarta - Solo,Sore,BUS-083,1,8.0,8,0,0.24242424242424243,Tidak Ada,1956,Low
R007,Yogyakarta - Solo,Sore,BUS-084,2,8.0,16,0,0.24242424242424243,Terminal Padat,1957,Low
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-006,2,8.0,15,0,0.24242424242424243,Jalan Rusak,1958,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-064,1,8.0,8,0,0.24242424242424243,Tidak Ada,1959,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-077,1,8.0,8,0,0.24242424242424243,Tidak Ada,1960,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-085,2,8.0,14,0,0.24242424242424243,Terminal Padat,1961,Low
R008,Yogyakarta - Purwokerto,Pagi,BUS-013,1,8.0,8,0,0.24242424242424243,Tidak Ada,1962,Low
R008,Yogyakarta - Purwokerto,Siang,BUS-061,1,8.0,8,0,0.24242424242424243,Tidak Ada,1963,Low
R008,Yogyakarta - Purwokerto,Sore,BUS-016,1,8.0,8,0,0.24242424242424243,Tidak Ada,1964,Low
R008,Yogyakarta - Purwokerto,Sore,BUS-027,1,8.0,8,0,0.24242424242424243,Tidak Ada,1965,Low
R009,Yogyakarta - Madiun,Dini Hari,BUS-002,1,8.0,8,0,0.24242424242424243,Tidak Ada,1966,Low
R009,Yogyakarta - Madiun,Dini Hari,BUS-021,1,8.0,8,0,0.24242424242424243,Tidak Ada,1967,Low
R009,Yogyakarta - Madiun,Dini Hari,BUS-061,2,8.0,15,0,0.24242424242424243,Jalan Rusak,1968,Low
R009,Yogyakarta - Madiun,Malam,BUS-011,1,8.0,8,0,0.24242424242424243,Tidak Ada,1969,Low
R009,Yogyakarta - Madiun,Malam,BUS-031,1,8.0,8,0,0.24242424242424243,Tidak Ada,1970,Low
R009,Yogyakarta - Madiun,Malam,BUS-037,1,8.0,8,0,0.24242424242424243,Tidak Ada,1971,Low
R009,Yogyakarta - Madiun,Siang,BUS-073,2,8.0,15,0,0.24242424242424243,Lalu Lintas,1972,Low
R009,Yogyakarta - Madiun,Sore,BUS-057,1,8.0,8,0,0.24242424242424243,Tidak Ada,1973,Low
R009,Yogyakarta - Madiun,Sore,BUS-084,2,8.0,13,0,0.24242424242424243,Terminal Padat,1974,Low
R010,Yogyakarta - Lampung,Dini Hari,BUS-033,1,8.0,8,0,0.24242424242424243,Tidak Ada,1975,Low
R010,Yogyakarta - Lampung,Dini Hari,BUS-072,1,8.0,8,0,0.24242424242424243,Tidak Ada,1976,Low
R010,Yogyakarta - Lampung,Dini Hari,BUS-076,1,8.0,8,0,0.24242424242424243,Tidak Ada,1977,Low
R010,Yogyakarta - Lampung,Pagi,BUS-066,1,8.0,8,0,0.24242424242424243,Tidak Ada,1978,Low
R010,Yogyakarta - Lampung,Siang,BUS-012,1,8.0,8,0,0.24242424242424243,Tidak Ada,1979,Low
R010,Yogyakarta - Lampung,Siang,BUS-084,2,8.0,14,0,0.24242424242424243,Lalu Lintas,1980,Low
R010,Yogyakarta - Lampung,Sore,BUS-069,2,8.0,14,0,0.24242424242424243,Cuaca Buruk,1981,Low
R003,Yogyakarta - Surabaya,Malam,BUS-023,3,7.666666666666667,14,0,0.23232323232323235,Tidak Ada,1982,Low
R005,Yogyakarta - Malang,Dini Hari,BUS-040,3,7.666666666666667,13,0,0.2323232323232323,Tidak Ada,1983,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-027,5,7.6,19,0,0.2303030303030303,Tidak Ada,1984,Low
R001,Yogyakarta - Jakarta,Siang,BUS-038,2,7.5,8,0,0.2272727272727273,Tidak Ada,1985,Low
R003,Yogyakarta - Surabaya,Siang,BUS-071,2,7.5,12,0,0.2272727272727273,Terminal Padat,1986,Low
R004,Yogyakarta - Semarang,Pagi,BUS-049,2,7.5,10,0,0.2272727272727273,Cuaca Buruk,1987,Low
R005,Yogyakarta - Malang,Siang,BUS-023,2,7.5,10,0,0.2272727272727273,Jalan Rusak,1988,Low
R002,Yogyakarta - Bandung,Pagi,BUS-071,2,7.5,9,0,0.22727272727272727,Tidak Ada,1989,Low
R003,Yogyakarta - Surabaya,Sore,BUS-028,2,7.5,11,0,0.22727272727272727,Jalan Rusak,1990,Low
R004,Yogyakarta - Semarang,Sore,BUS-074,2,7.5,13,0,0.22727272727272727,Terminal Padat,1991,Low
R005,Yogyakarta - Malang,Pagi,BUS-063,2,7.5,15,0,0.22727272727272727,Cuaca Buruk,1992,Low
R007,Yogyakarta - Solo,Siang,BUS-036,2,7.5,9,0,0.22727272727272727,Tidak Ada,1993,Low
R008,Yogyakarta - Purwokerto,Siang,BUS-043,2,7.5,11,0,0.22727272727272727,Terminal Padat,1994,Low
R009,Yogyakarta - Madiun,Malam,BUS-066,2,7.5,9,0,0.22727272727272727,Tidak Ada,1995,Low
R009,Yogyakarta - Madiun,Sore,BUS-069,2,7.5,13,0,0.22727272727272727,Terminal Padat,1996,Low
R005,Yogyakarta - Malang,Malam,BUS-028,3,7.333333333333333,14,0,0.22222222222222224,Tidak Ada,1997,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-014,6,7.333333333333333,14,0,0.2222222222222222,Tidak Ada,1998,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-058,4,7.25,11,0,0.2196969696969697,Tidak Ada,1999,Low
R001,Yogyakarta - Jakarta,Dini Hari,BUS-065,1,7.0,7,0,0.21212121212121213,Tidak Ada,2000,Low
R001,Yogyakarta - Jakarta,Pagi,BUS-011,2,7.0,14,0,0.21212121212121213,Jalan Rusak,2001,Low
R001,Yogyakarta - Jakarta,Pagi,BUS-047,1,7.0,7,0,0.21212121212121213,Tidak Ada,2002,Low
R001,Yogyakarta - Jakarta,Siang,BUS-009,1,7.0,7,0,0.21212121212121213,Tidak Ada,2003,Low
R001,Yogyakarta - Jakarta,Siang,BUS-075,1,7.0,7,0,0.21212121212121213,Tidak Ada,2004,Low
R001,Yogyakarta - Jakarta,Sore,BUS-022,1,7.0,7,0,0.21212121212121213,Tidak Ada,2005,Low
R001,Yogyakarta - Jakarta,Sore,BUS-039,1,7.0,7,0,0.21212121212121213,Tidak Ada,2006,Low
R002,Yogyakarta - Bandung,Dini Hari,BUS-026,1,7.0,7,0,0.21212121212121213,Tidak Ada,2007,Low
R002,Yogyakarta - Bandung,Dini Hari,BUS-064,3,7.0,9,0,0.21212121212121213,Tidak Ada,2008,Low
R002,Yogyakarta - Bandung,Siang,BUS-032,1,7.0,7,0,0.21212121212121213,Tidak Ada,2009,Low
R002,Yogyakarta - Bandung,Siang,BUS-064,1,7.0,7,0,0.21212121212121213,Tidak Ada,2010,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-008,1,7.0,7,0,0.21212121212121213,Tidak Ada,2011,Low
R003,Yogyakarta - Surabaya,Dini Hari,BUS-037,1,7.0,7,0,0.21212121212121213,Tidak Ada,2012,Low
R003,Yogyakarta - Surabaya,Malam,BUS-037,3,7.0,11,0,0.21212121212121213,Tidak Ada,2013,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-001,1,7.0,7,0,0.21212121212121213,Tidak Ada,2014,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-021,1,7.0,7,0,0.21212121212121213,Tidak Ada,2015,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-029,1,7.0,7,0,0.21212121212121213,Tidak Ada,2016,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-037,1,7.0,7,0,0.21212121212121213,Tidak Ada,2017,Low
R003,Yogyakarta - Surabaya,Pagi,BUS-070,1,7.0,7,0,0.21212121212121213,Tidak Ada,2018,Low
R003,Yogyakarta - Surabaya,Siang,BUS-001,1,7.0,7,0,0.21212121212121213,Tidak Ada,2019,Low
R003,Yogyakarta - Surabaya,Siang,BUS-024,1,7.0,7,0,0.21212121212121213,Tidak Ada,2020,Low
R003,Yogyakarta - Surabaya,Sore,BUS-012,1,7.0,7,0,0.21212121212121213,Tidak Ada,2021,Low
R003,Yogyakarta - Surabaya,Sore,BUS-022,1,7.0,7,0,0.21212121212121213,Tidak Ada,2022,Low
R003,Yogyakarta - Surabaya,Sore,BUS-047,1,7.0,7,0,0.21212121212121213,Tidak Ada,2023,Low
R003,Yogyakarta - Surabaya,Sore,BUS-048,1,7.0,7,0,0.21212121212121213,Tidak Ada,2024,Low
R003,Yogyakarta - Surabaya,Sore,BUS-058,2,7.0,12,0,0.21212121212121213,Jalan Rusak,2025,Low
R004,Yogyakarta - Semarang,Dini Hari,BUS-075,1,7.0,7,0,0.21212121212121213,Tidak Ada,2026,Low
R004,Yogyakarta - Semarang,Malam,BUS-017,3,7.0,11,0,0.21212121212121213,Jalan Rusak,2027,Low
R004,Yogyakarta - Semarang,Siang,BUS-027,1,7.0,7,0,0.21212121212121213,Tidak Ada,2028,Low
R004,Yogyakarta - Semarang,Sore,BUS-015,1,7.0,7,0,0.21212121212121213,Tidak Ada,2029,Low
R004,Yogyakarta - Semarang,Sore,BUS-042,2,7.0,7,0,0.21212121212121213,Tidak Ada,2030,Low
R005,Yogyakarta - Malang,Dini Hari,BUS-013,1,7.0,7,0,0.21212121212121213,Tidak Ada,2031,Low
R005,Yogyakarta - Malang,Dini Hari,BUS-027,1,7.0,7,0,0.21212121212121213,Tidak Ada,2032,Low
R005,Yogyakarta - Malang,Malam,BUS-066,1,7.0,7,0,0.21212121212121213,Tidak Ada,2033,Low
R005,Yogyakarta - Malang,Pagi,BUS-005,1,7.0,7,0,0.21212121212121213,Tidak Ada,2034,Low
R005,Yogyakarta - Malang,Pagi,BUS-012,1,7.0,7,0,0.21212121212121213,Tidak Ada,2035,Low
R005,Yogyakarta - Malang,Pagi,BUS-023,1,7.0,7,0,0.21212121212121213,Tidak Ada,2036,Low
R005,Yogyakarta - Malang,Pagi,BUS-054,1,7.0,7,0,0.21212121212121213,Tidak Ada,2037,Low
R005,Yogyakarta - Malang,Pagi,BUS-065,1,7.0,7,0,0.21212121212121213,Tidak Ada,2038,Low
R005,Yogyakarta - Malang,Pagi,BUS-068,1,7.0,7,0,0.21212121212121213,Tidak Ada,2039,Low
R005,Yogyakarta - Malang,Pagi,BUS-075,2,7.0,7,0,0.21212121212121213,Tidak Ada,2040,Low
R005,Yogyakarta - Malang,Siang,BUS-059,1,7.0,7,0,0.21212121212121213,Tidak Ada,2041,Low
R005,Yogyakarta - Malang,Sore,BUS-029,1,7.0,7,0,0.21212121212121213,Tidak Ada,2042,Low
R006,Yogyakarta - Denpasar,Pagi,BUS-062,1,7.0,7,0,0.21212121212121213,Tidak Ada,2043,Low
R006,Yogyakarta - Denpasar,Sore,BUS-048,1,7.0,7,0,0.21212121212121213,Tidak Ada,2044,Low
R006,Yogyakarta - Denpasar,Sore,BUS-082,1,7.0,7,0,0.21212121212121213,Tidak Ada,2045,Low
R006,Yogyakarta - Denpasar,Sore,BUS-085,1,7.0,7,0,0.21212121212121213,Tidak Ada,2046,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-058,1,7.0,7,0,0.21212121212121213,Tidak Ada,2047,Low
R007,Yogyakarta - Solo,Malam,BUS-036,1,7.0,7,0,0.21212121212121213,Tidak Ada,2048,Low
R007,Yogyakarta - Solo,Pagi,BUS-036,1,7.0,7,0,0.21212121212121213,Tidak Ada,2049,Low
R007,Yogyakarta - Solo,Pagi,BUS-061,1,7.0,7,0,0.21212121212121213,Tidak Ada,2050,Low
R007,Yogyakarta - Solo,Pagi,BUS-077,1,7.0,7,0,0.21212121212121213,Tidak Ada,2051,Low
R007,Yogyakarta - Solo,Siang,BUS-031,1,7.0,7,0,0.21212121212121213,Tidak Ada,2052,Low
R007,Yogyakarta - Solo,Sore,BUS-016,1,7.0,7,0,0.21212121212121213,Tidak Ada,2053,Low
R007,Yogyakarta - Solo,Sore,BUS-081,1,7.0,7,0,0.21212121212121213,Tidak Ada,2054,Low
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-005,1,7.0,7,0,0.21212121212121213,Tidak Ada,2055,Low
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-018,1,7.0,7,0,0.21212121212121213,Tidak Ada,2056,Low
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-019,1,7.0,7,0,0.21212121212121213,Tidak Ada,2057,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-023,1,7.0,7,0,0.21212121212121213,Tidak Ada,2058,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-045,3,7.0,11,0,0.21212121212121213,Tidak Ada,2059,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-075,2,7.0,10,0,0.21212121212121213,Teknis Armada,2060,Low
R008,Yogyakarta - Purwokerto,Pagi,BUS-063,1,7.0,7,0,0.21212121212121213,Tidak Ada,2061,Low
R008,Yogyakarta - Purwokerto,Sore,BUS-076,1,7.0,7,0,0.21212121212121213,Tidak Ada,2062,Low
R009,Yogyakarta - Madiun,Malam,BUS-034,1,7.0,7,0,0.21212121212121213,Tidak Ada,2063,Low
R009,Yogyakarta - Madiun,Malam,BUS-045,1,7.0,7,0,0.21212121212121213,Tidak Ada,2064,Low
R009,Yogyakarta - Madiun,Malam,BUS-081,1,7.0,7,0,0.21212121212121213,Tidak Ada,2065,Low
R009,Yogyakarta - Madiun,Pagi,BUS-048,1,7.0,7,0,0.21212121212121213,Tidak Ada,2066,Low
R009,Yogyakarta - Madiun,Sore,BUS-003,1,7.0,7,0,0.21212121212121213,Tidak Ada,2067,Low
R010,Yogyakarta - Lampung,Dini Hari,BUS-044,1,7.0,7,0,0.21212121212121213,Tidak Ada,2068,Low
R010,Yogyakarta - Lampung,Malam,BUS-029,1,7.0,7,0,0.21212121212121213,Tidak Ada,2069,Low
R002,Yogyakarta - Bandung,Dini Hari,BUS-008,2,7.0,9,0,0.2121212121212121,Tidak Ada,2070,Low
R002,Yogyakarta - Bandung,Pagi,BUS-034,2,7.0,9,0,0.2121212121212121,Tidak Ada,2071,Low
R002,Yogyakarta - Bandung,Pagi,BUS-063,2,7.0,9,0,0.2121212121212121,Tidak Ada,2072,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-063,4,7.0,15,0,0.2121212121212121,Tidak Ada,2073,Low
R010,Yogyakarta - Lampung,Pagi,BUS-061,2,7.0,9,0,0.2121212121212121,Tidak Ada,2074,Low
R003,Yogyakarta - Surabaya,Siang,BUS-029,3,6.666666666666667,11,0,0.20202020202020202,Tidak Ada,2075,Low
R004,Yogyakarta - Semarang,Malam,BUS-057,3,6.666666666666667,17,0,0.20202020202020202,Tidak Ada,2076,Low
R004,Yogyakarta - Semarang,Malam,BUS-073,3,6.666666666666667,16,0,0.20202020202020202,Tidak Ada,2077,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-053,5,6.6,10,0,0.2,Tidak Ada,2078,Low
R001,Yogyakarta - Jakarta,Pagi,BUS-043,2,6.5,11,0,0.19696969696969696,Jalan Rusak,2079,Low
R002,Yogyakarta - Bandung,Malam,BUS-052,4,6.5,16,0,0.19696969696969696,Tidak Ada,2080,Low
R003,Yogyakarta - Surabaya,Malam,BUS-026,2,6.5,8,0,0.19696969696969696,Tidak Ada,2081,Low
R004,Yogyakarta - Semarang,Malam,BUS-039,2,6.5,13,0,0.19696969696969696,Lalu Lintas,2082,Low
R004,Yogyakarta - Semarang,Malam,BUS-065,2,6.5,13,0,0.19696969696969696,Jalan Rusak,2083,Low
R004,Yogyakarta - Semarang,Sore,BUS-030,2,6.5,8,0,0.19696969696969696,Tidak Ada,2084,Low
R005,Yogyakarta - Malang,Pagi,BUS-029,2,6.5,13,0,0.19696969696969696,Cuaca Buruk,2085,Low
R005,Yogyakarta - Malang,Pagi,BUS-032,2,6.5,7,0,0.19696969696969696,Tidak Ada,2086,Low
R007,Yogyakarta - Solo,Dini Hari,BUS-074,2,6.5,12,0,0.19696969696969696,Jalan Rusak,2087,Low
R007,Yogyakarta - Solo,Malam,BUS-067,2,6.5,13,0,0.19696969696969696,Jalan Rusak,2088,Low
R007,Yogyakarta - Solo,Pagi,BUS-004,2,6.5,12,0,0.19696969696969696,Cuaca Buruk,2089,Low
R007,Yogyakarta - Solo,Pagi,BUS-029,2,6.5,12,0,0.19696969696969696,Teknis Armada,2090,Low
R007,Yogyakarta - Solo,Sore,BUS-085,2,6.5,13,0,0.19696969696969696,Terminal Padat,2091,Low
R008,Yogyakarta - Purwokerto,Dini Hari,BUS-040,2,6.5,10,0,0.19696969696969696,Lalu Lintas,2092,Low
R008,Yogyakarta - Purwokerto,Sore,BUS-002,2,6.5,8,0,0.19696969696969696,Tidak Ada,2093,Low
R009,Yogyakarta - Madiun,Malam,BUS-014,2,6.5,10,0,0.19696969696969696,Teknis Armada,2094,Low
R009,Yogyakarta - Madiun,Malam,BUS-071,2,6.5,12,0,0.19696969696969696,Jalan Rusak,2095,Low
R009,Yogyakarta - Madiun,Pagi,BUS-064,4,6.5,14,0,0.19696969696969696,Tidak Ada,2096,Low
R005,Yogyakarta - Malang,Malam,BUS-052,3,6.333333333333333,14,0,0.19191919191919193,Tidak Ada,2097,Low
R005,Yogyakarta - Malang,Malam,BUS-067,3,6.333333333333333,13,0,0.1919191919191919,Tidak Ada,2098,Low
R007,Yogyakarta - Solo,Pagi,BUS-027,3,6.333333333333333,15,0,0.1919191919191919,Tidak Ada,2099,Low
R008,Yogyakarta - Purwokerto,Malam,BUS-013,3,6.333333333333333,15,0,0.1919191919191919,Tidak Ada,2100,Low
R009,Yogyakarta - Madiun,Malam,BUS-055,3,6.333333333333333,13,0,0.1919191919191919,Tidak Ada,2101,Low
R001,Yogyakarta - Jakarta,Malam,BUS-078,1,6.0,6,0,0.18181818181818182,Tidak Ada,2102,Low
R001,Yogyakarta - Jakarta,Siang,BUS-068,1,6.0,6,0,0.18181818181818182,Tidak Ada,2103,Low
R001,Yogyakarta - Jakarta,Sore,BUS-054,1,6.0,6,0,0.18181818181818182,Tidak Ada,2104,Low
R002,Yogyakarta - Bandung,Dini Hari,BUS-033,1,6.0,6,0,0.18181818181818182,Tidak Ada,2105,Low
R002,Yogyakarta - Bandung,Dini Hari,BUS-070,1,6.0,6,0,0.18181818181818182,Tidak Ada,2106,Low
R002,Yogyakarta - Bandung,Pagi,BUS-043,1,6.0,6,0,0.18181818181818182,Tidak Ada,2107,Low
R002,Yogyakarta - Bandung,Sore,BUS-050,1,6.0,6,0,0.18181818181818182,Tidak Ada,2108,Low
